date	pdo-index	MA-6	MA-12
1991-01-01	-1.8	-1.2916666666666667	-0.9416666666666665
1991-02-01	-1.09	-1.4016666666666666	-0.9258333333333333
1991-03-01	-1.11	-1.5433333333333332	-0.915
1991-04-01	-1.63	-1.6216666666666668	-1.0383333333333333
1991-05-01	-1.65	-1.5833333333333333	-1.1491666666666667
1991-06-01	-2.25	-1.5883333333333332	-1.3158333333333332
1991-07-01	-1.57	-1.5499999999999998	-1.4208333333333334
1991-08-01	-0.58	-1.4649999999999999	-1.4333333333333333
1991-09-01	0.37	-1.2183333333333333	-1.3808333333333334
1991-10-01	0.41	-0.8783333333333333	-1.2499999999999998
1991-11-01	0.56	-0.51	-1.0466666666666666
1991-12-01	-0.21	-0.17	-0.8791666666666665
1992-01-01	0.08	0.105	-0.7224999999999998
1992-02-01	0.17	0.22999999999999998	-0.6174999999999998
1992-03-01	0.12	0.18833333333333332	-0.515
1992-04-01	0.55	0.21166666666666667	-0.3333333333333333
1992-05-01	1.26	0.3283333333333333	-0.09083333333333328
1992-06-01	1.22	0.5666666666666668	0.1983333333333334
1992-07-01	1.5	0.8033333333333333	0.4541666666666668
1992-08-01	0.85	0.9166666666666666	0.5733333333333334
1992-09-01	0.45	0.9716666666666667	0.5800000000000001
1992-10-01	1.28	1.0933333333333335	0.6525000000000001
1992-11-01	1.31	1.1016666666666668	0.7150000000000002
1992-12-01	0.33	0.9533333333333333	0.7600000000000001
1993-01-01	-0.28	0.6566666666666666	0.73
1993-02-01	0.02	0.5183333333333334	0.7174999999999999
1993-03-01	0.24	0.48333333333333334	0.7275
1993-04-01	1.0	0.4366666666666667	0.765
1993-05-01	1.79	0.5166666666666667	0.8091666666666667
1993-06-01	2.05	0.8033333333333333	0.8783333333333333
1993-07-01	1.48	1.0966666666666667	0.8766666666666666
1993-08-01	1.96	1.42	0.9691666666666667
1993-09-01	1.15	1.5716666666666665	1.0275
1993-10-01	1.31	1.623333333333333	1.03
1993-11-01	1.13	1.5133333333333334	1.0150000000000001
1993-12-01	0.67	1.2833333333333332	1.0433333333333334
1994-01-01	0.85	1.1783333333333335	1.1375
1994-02-01	0.33	0.9066666666666666	1.1633333333333333
1994-03-01	0.27	0.7599999999999999	1.1658333333333333
1994-04-01	0.49	0.6233333333333333	1.1233333333333333
1994-05-01	0.55	0.5266666666666667	1.02
1994-06-01	0.1	0.4316666666666667	0.8575
1994-07-01	-0.91	0.13833333333333334	0.6583333333333333
1994-08-01	-0.88	-0.06333333333333334	0.4216666666666668
1994-09-01	-1.51	-0.36000000000000004	0.20000000000000007
1994-10-01	-1.06	-0.6183333333333333	0.0025000000000000577
1994-11-01	-1.93	-1.0316666666666665	-0.25249999999999995
1994-12-01	-2.22	-1.4183333333333332	-0.49333333333333323
1995-01-01	-0.86	-1.41	-0.6358333333333334
1995-02-01	0.02	-1.26	-0.6616666666666665
1995-03-01	0.46	-0.9316666666666666	-0.6458333333333333
1995-04-01	0.49	-0.6733333333333332	-0.6458333333333331
1995-05-01	0.89	-0.20333333333333328	-0.6174999999999999
1995-06-01	1.03	0.3383333333333334	-0.5399999999999999
1995-07-01	1.0	0.6483333333333333	-0.3808333333333332
1995-08-01	-0.11	0.6266666666666666	-0.3166666666666666
1995-09-01	1.22	0.7533333333333333	-0.0891666666666666
1995-10-01	0.64	0.7783333333333333	0.052500000000000074
1995-11-01	0.05	0.6383333333333333	0.21750000000000005
1995-12-01	0.44	0.5399999999999999	0.4391666666666667
1996-01-01	1.01	0.5416666666666666	0.5950000000000001
1996-02-01	1.01	0.7283333333333334	0.6775000000000001
1996-03-01	0.85	0.6666666666666666	0.7100000000000001
1996-04-01	1.37	0.7883333333333334	0.7833333333333333
1996-05-01	2.13	1.135	0.8866666666666667
1996-06-01	1.1	1.2449999999999999	0.8925000000000001
1996-07-01	0.57	1.1716666666666666	0.8566666666666668
1996-08-01	-0.66	0.8933333333333334	0.8108333333333334
1996-09-01	0.07	0.7633333333333332	0.7150000000000002
1996-10-01	0.4	0.6016666666666667	0.6950000000000002
1996-11-01	0.38	0.31	0.7225
1996-12-01	-0.03	0.12166666666666666	0.6833333333333335
1997-01-01	0.44	0.09999999999999999	0.6358333333333334
1997-02-01	0.29	0.25833333333333336	0.5758333333333334
1997-03-01	0.39	0.31166666666666665	0.5375
1997-04-01	0.73	0.3666666666666667	0.4841666666666667
1997-05-01	1.59	0.5683333333333334	0.43916666666666676
1997-06-01	2.55	0.9983333333333334	0.56
1997-07-01	1.49	1.1733333333333333	0.6366666666666667
1997-08-01	2.27	1.5033333333333332	0.8808333333333334
1997-09-01	1.8	1.7383333333333333	1.0250000000000001
1997-10-01	1.78	1.9133333333333333	1.14
1997-11-01	1.48	1.8950000000000002	1.2316666666666667
1997-12-01	0.99	1.635	1.3166666666666667
1998-01-01	1.05	1.5616666666666665	1.3675
1998-02-01	1.52	1.4366666666666668	1.47
1998-03-01	1.29	1.3516666666666666	1.5450000000000002
1998-04-01	0.03	1.06	1.4866666666666666
1998-05-01	-0.83	0.6750000000000002	1.2850000000000001
1998-06-01	-0.78	0.38000000000000006	1.0075
1998-07-01	-1.16	0.011666666666666714	0.7866666666666667
1998-08-01	-0.87	-0.38666666666666666	0.5250000000000001
1998-09-01	-1.7	-0.8849999999999999	0.23333333333333348
1998-10-01	-2.23	-1.2616666666666667	-0.10083333333333322
1998-11-01	-0.97	-1.285	-0.3049999999999999
1998-12-01	-1.09	-1.3366666666666667	-0.4783333333333332
1999-01-01	-0.78	-1.2733333333333332	-0.6308333333333332
1999-02-01	-1.06	-1.305	-0.8458333333333332
1999-03-01	-1.18	-1.2183333333333335	-1.0516666666666665
1999-04-01	-1.85	-1.155	-1.2083333333333333
1999-05-01	-2.32	-1.38	-1.3324999999999998
1999-06-01	-2.34	-1.5883333333333332	-1.4624999999999997
1999-07-01	-1.87	-1.7700000000000002	-1.5216666666666665
1999-08-01	-1.84	-1.9000000000000001	-1.6024999999999998
1999-09-01	-2.24	-2.0766666666666667	-1.6475
1999-10-01	-2.54	-2.1916666666666664	-1.6733333333333331
1999-11-01	-2.18	-2.1683333333333334	-1.7741666666666667
1999-12-01	-1.92	-2.0983333333333336	-1.8433333333333335
2000-01-01	-2.2	-2.1533333333333333	-1.9616666666666667
2000-02-01	-1.28	-2.06	-1.9800000000000002
2000-03-01	-0.66	-1.7966666666666669	-1.9366666666666668
2000-04-01	-0.63	-1.4783333333333335	-1.835
2000-05-01	-0.81	-1.25	-1.7091666666666665
2000-06-01	-0.64	-1.0366666666666666	-1.5675
2000-07-01	-1.51	-0.9216666666666665	-1.5374999999999999
2000-08-01	-1.68	-0.9883333333333334	-1.5241666666666667
2000-09-01	-1.45	-1.12	-1.4583333333333333
2000-10-01	-1.61	-1.2833333333333334	-1.3808333333333334
2000-11-01	-1.04	-1.3216666666666665	-1.2858333333333334
2000-12-01	0.0	-1.215	-1.1258333333333332
2001-01-01	0.48	-0.8833333333333333	-0.9025
2001-02-01	-0.01	-0.605	-0.7966666666666665
2001-03-01	-0.41	-0.4316666666666667	-0.7758333333333333
2001-04-01	-1.18	-0.36000000000000004	-0.8216666666666667
2001-05-01	-1.12	-0.37333333333333335	-0.8474999999999998
2001-06-01	-1.22	-0.5766666666666667	-0.8958333333333331
2001-07-01	-2.21	-1.0250000000000001	-0.9541666666666666
2001-08-01	-1.68	-1.3033333333333335	-0.9541666666666666
2001-09-01	-1.98	-1.5650000000000002	-0.9983333333333332
2001-10-01	-1.91	-1.6866666666666668	-1.0233333333333332
2001-11-01	-1.25	-1.7083333333333333	-1.0408333333333333
2001-12-01	-1.12	-1.6916666666666667	-1.1341666666666665
2002-01-01	-0.42	-1.3933333333333333	-1.2091666666666667
2002-02-01	-1.51	-1.365	-1.3341666666666665
2002-03-01	-1.27	-1.2466666666666668	-1.4058333333333335
2002-04-01	-1.23	-1.1333333333333333	-1.41
2002-05-01	-1.3	-1.1416666666666666	-1.4249999999999998
2002-06-01	-1.18	-1.1516666666666666	-1.4216666666666666
2002-07-01	-0.71	-1.2	-1.2966666666666666
2002-08-01	0.11	-0.93	-1.1475
2002-09-01	-0.21	-0.7533333333333333	-0.9999999999999999
2002-10-01	-0.2	-0.5816666666666667	-0.8574999999999999
2002-11-01	1.08	-0.18499999999999997	-0.6633333333333332
2002-12-01	1.57	0.2733333333333334	-0.43916666666666665
2003-01-01	1.45	0.6333333333333333	-0.2833333333333332
2003-02-01	1.23	0.82	-0.05499999999999992
2003-03-01	1.01	1.0233333333333334	0.1350000000000001
2003-04-01	0.36	1.1166666666666667	0.26750000000000007
2003-05-01	0.21	0.9716666666666667	0.39333333333333337
2003-06-01	-0.42	0.64	0.4566666666666667
2003-07-01	0.37	0.45999999999999996	0.5466666666666667
2003-08-01	0.63	0.36000000000000004	0.5900000000000001
2003-09-01	-0.17	0.16333333333333333	0.5933333333333334
2003-10-01	0.74	0.22666666666666666	0.6716666666666667
2003-11-01	-0.23	0.15333333333333335	0.5625000000000001
2003-12-01	-0.6	0.12333333333333331	0.38166666666666677
2004-01-01	-0.55	-0.03000000000000001	0.21500000000000005
2004-02-01	-0.21	-0.17	0.09500000000000007
2004-03-01	-0.15	-0.16666666666666666	-0.0016666666666665941
2004-04-01	-0.0	-0.29	-0.03166666666666659
2004-05-01	0.61	-0.15	0.0016666666666667422
2004-06-01	-0.11	-0.06833333333333334	0.02750000000000007
2004-07-01	0.04	0.03	6.996718019773122e-17
2004-08-01	0.24	0.105	-0.032499999999999925
2004-09-01	0.02	0.13333333333333333	-0.016666666666666594
2004-10-01	-0.72	0.013333333333333345	-0.13833333333333325
2004-11-01	-1.22	-0.2916666666666667	-0.22083333333333324
2004-12-01	-0.64	-0.37999999999999995	-0.2241666666666666
2005-01-01	-0.15	-0.4116666666666666	-0.19083333333333327
2005-02-01	-0.01	-0.45333333333333337	-0.17416666666666658
2005-03-01	0.7	-0.34	-0.10333333333333326
2005-04-01	0.28	-0.17333333333333334	-0.07999999999999992
2005-05-01	1.36	0.25666666666666665	-0.017499999999999905
2005-06-01	0.85	0.505	0.06250000000000008
2005-07-01	0.11	0.5483333333333333	0.06833333333333341
2005-08-01	-0.42	0.48	0.013333333333333414
2005-09-01	-0.99	0.19833333333333336	-0.07083333333333325
2005-10-01	-2.0	-0.18166666666666664	-0.1774999999999999
2005-11-01	-1.89	-0.7233333333333333	-0.23333333333333325
2005-12-01	-0.1	-0.8816666666666667	-0.18833333333333324
2006-01-01	0.54	-0.81	-0.13083333333333325
2006-02-01	0.38	-0.6766666666666667	-0.09833333333333323
2006-03-01	-0.74	-0.6349999999999999	-0.21833333333333324
2006-04-01	-0.54	-0.3916666666666666	-0.28666666666666657
2006-05-01	-0.37	-0.13833333333333334	-0.43083333333333323
2006-06-01	0.21	-0.08666666666666667	-0.4841666666666666
2006-07-01	0.39	-0.11166666666666668	-0.46083333333333326
2006-08-01	-0.85	-0.31666666666666665	-0.4966666666666666
2006-09-01	-1.54	-0.45	-0.5424999999999999
2006-10-01	-0.46	-0.4366666666666667	-0.41416666666666657
2006-11-01	-0.81	-0.5099999999999999	-0.3241666666666666
2006-12-01	-0.42	-0.615	-0.3508333333333333
2007-01-01	-0.69	-0.7949999999999999	-0.4533333333333333
2007-02-01	-0.71	-0.7716666666666666	-0.5441666666666666
2007-03-01	-1.1	-0.6983333333333333	-0.5741666666666666
2007-04-01	-0.46	-0.6983333333333333	-0.5675
2007-05-01	-0.29	-0.6116666666666667	-0.5608333333333333
2007-06-01	-0.07	-0.5533333333333333	-0.5841666666666666
2007-07-01	0.43	-0.36666666666666664	-0.5808333333333332
2007-08-01	0.09	-0.2333333333333333	-0.5025
2007-09-01	-0.97	-0.21166666666666664	-0.4549999999999999
2007-10-01	-2.33	-0.5233333333333333	-0.6108333333333332
2007-11-01	-1.46	-0.7183333333333333	-0.6649999999999999
2007-12-01	-0.87	-0.8516666666666666	-0.7025
2008-01-01	-1.5	-1.1733333333333333	-0.77
2008-02-01	-1.46	-1.4316666666666666	-0.8324999999999999
2008-03-01	-1.26	-1.4799999999999998	-0.8458333333333332
2008-04-01	-1.79	-1.39	-0.9566666666666666
2008-05-01	-1.62	-1.4166666666666667	-1.0675
2008-06-01	-1.85	-1.58	-1.2158333333333333
2008-07-01	-1.96	-1.6566666666666665	-1.415
2008-08-01	-1.85	-1.7216666666666667	-1.5766666666666664
2008-09-01	-1.87	-1.8233333333333333	-1.6516666666666666
2008-10-01	-1.9	-1.8416666666666668	-1.615833333333333
2008-11-01	-1.59	-1.8366666666666667	-1.6266666666666667
2008-12-01	-1.31	-1.7466666666666668	-1.6633333333333333
2009-01-01	-1.81	-1.7216666666666665	-1.6891666666666667
2009-02-01	-1.78	-1.71	-1.7158333333333333
2009-03-01	-2.06	-1.7416666666666665	-1.7825
2009-04-01	-2.23	-1.7966666666666666	-1.8191666666666666
2009-05-01	-1.32	-1.7516666666666667	-1.7941666666666667
2009-06-01	-0.73	-1.655	-1.7008333333333334
2009-07-01	-0.71	-1.4716666666666665	-1.5966666666666667
2009-08-01	-0.49	-1.2566666666666666	-1.4833333333333334
2009-09-01	0.33	-0.8583333333333333	-1.3
2009-10-01	-0.13	-0.5083333333333332	-1.1525
2009-11-01	-0.94	-0.44499999999999984	-1.0983333333333334
2009-12-01	-0.51	-0.4083333333333332	-1.0316666666666665
2010-01-01	0.05	-0.2816666666666665	-0.8766666666666666
2010-02-01	0.25	-0.1583333333333332	-0.7075
2010-03-01	-0.16	-0.23999999999999988	-0.5491666666666666
2010-04-01	-0.04	-0.22499999999999984	-0.36666666666666664
2010-05-01	-0.18	-0.0983333333333332	-0.2716666666666666
2010-06-01	-0.79	-0.14499999999999988	-0.2766666666666666
2010-07-01	-1.99	-0.4849999999999999	-0.3833333333333333
2010-08-01	-2.21	-0.8949999999999999	-0.5266666666666666
2010-09-01	-2.45	-1.2766666666666666	-0.7583333333333333
2010-10-01	-1.6	-1.5366666666666664	-0.8808333333333332
2010-11-01	-1.57	-1.7683333333333333	-0.9333333333333332
2010-12-01	-2.04	-1.9766666666666666	-1.0608333333333333
2011-01-01	-1.8	-1.945	-1.215
2011-02-01	-1.46	-1.82	-1.3575
2011-03-01	-1.28	-1.6249999999999998	-1.4508333333333334
2011-04-01	-1.02	-1.528333333333333	-1.5325
2011-05-01	-0.66	-1.3766666666666667	-1.5725
2011-06-01	-1.08	-1.2166666666666666	-1.5966666666666667
2011-07-01	-2.3	-1.2999999999999998	-1.6224999999999998
2011-08-01	-2.37	-1.4516666666666664	-1.6358333333333333
2011-09-01	-2.5	-1.655	-1.64
2011-10-01	-1.92	-1.805	-1.6666666666666667
2011-11-01	-2.95	-2.1866666666666665	-1.7816666666666665
2011-12-01	-2.4	-2.4066666666666667	-1.8116666666666665
2012-01-01	-1.85	-2.3316666666666666	-1.8158333333333332
2012-02-01	-1.35	-2.1616666666666666	-1.8066666666666666
2012-03-01	-1.66	-2.0216666666666665	-1.8383333333333332
2012-04-01	-1.01	-1.8699999999999999	-1.8375000000000001
2012-05-01	-2.12	-1.7316666666666665	-1.9591666666666667
2012-06-01	-1.63	-1.6033333333333333	-2.005
2012-07-01	-2.4	-1.695	-2.013333333333333
2012-08-01	-2.6	-1.9033333333333333	-2.0325
2012-09-01	-2.99	-2.125	-2.0733333333333337
2012-10-01	-1.22	-2.1599999999999997	-2.015
2012-11-01	-0.66	-1.9166666666666667	-1.8241666666666667
2012-12-01	-1.31	-1.8633333333333333	-1.7333333333333334
2013-01-01	-1.1	-1.6466666666666665	-1.6708333333333334
2013-02-01	-1.42	-1.45	-1.6766666666666665
2013-03-01	-1.48	-1.1983333333333333	-1.6616666666666664
2013-04-01	-0.72	-1.115	-1.6375
2013-05-01	-0.4	-1.0716666666666665	-1.4941666666666666
2013-06-01	-1.19	-1.0516666666666665	-1.4575000000000002
2013-07-01	-1.34	-1.0916666666666666	-1.3691666666666666
2013-08-01	-1.56	-1.115	-1.2825
2013-09-01	-1.0	-1.035	-1.1166666666666665
2013-10-01	-1.65	-1.1899999999999997	-1.1525
2013-11-01	-1.09	-1.305	-1.1883333333333332
2013-12-01	-1.04	-1.28	-1.1658333333333333
2014-01-01	-0.57	-1.1516666666666666	-1.1216666666666666
2014-02-01	-0.42	-0.9616666666666664	-1.0383333333333333
2014-03-01	0.3	-0.7449999999999998	-0.89
2014-04-01	0.36	-0.4099999999999999	-0.7999999999999999
2014-05-01	1.27	-0.016666666666666535	-0.6608333333333333
2014-06-01	-0.28	0.11000000000000014	-0.585
2014-07-01	0.25	0.2466666666666668	-0.45249999999999996
2014-08-01	0.34	0.37333333333333346	-0.2941666666666666
2014-09-01	0.76	0.4500000000000002	-0.14749999999999994
2014-10-01	1.43	0.6283333333333335	0.10916666666666673
2014-11-01	1.35	0.6416666666666668	0.31250000000000006
2014-12-01	1.86	0.9983333333333335	0.5541666666666668
2015-01-01	1.5	1.2066666666666668	0.7266666666666667
2015-02-01	1.52	1.4033333333333335	0.8883333333333335
2015-03-01	1.33	1.4983333333333337	0.9741666666666667
2015-04-01	0.89	1.4083333333333334	1.0183333333333333
2015-05-01	0.32	1.2366666666666668	0.9391666666666668
2015-06-01	0.81	1.0616666666666668	1.03
2015-07-01	1.4	1.0450000000000002	1.1258333333333335
2015-08-01	0.98	0.9550000000000002	1.1791666666666667
2015-09-01	0.96	0.8933333333333335	1.1958333333333335
2015-10-01	0.84	0.8850000000000001	1.1466666666666667
2015-11-01	0.17	0.8600000000000002	1.0483333333333333
2015-12-01	0.28	0.7716666666666668	0.9166666666666666
2016-01-01	0.74	0.6616666666666668	0.8533333333333334
2016-02-01	1.29	0.7133333333333335	0.8341666666666668
2016-03-01	1.55	0.8116666666666669	0.8525
2016-04-01	1.73	0.9600000000000003	0.9225
2016-05-01	1.6	1.1983333333333335	1.0291666666666666
2016-06-01	0.85	1.2933333333333337	1.0325000000000002
2016-07-01	0.56	1.2633333333333334	0.9625
2016-08-01	-0.61	0.9466666666666669	0.8300000000000001
2016-09-01	-0.81	0.5533333333333336	0.6825000000000001
2016-10-01	-0.43	0.1933333333333335	0.5766666666666668
2016-11-01	0.96	0.08666666666666682	0.6425000000000001
2016-12-01	0.6	0.04500000000000015	0.6691666666666668
2017-01-01	-0.05	-0.056666666666666525	0.6033333333333334
2017-02-01	-0.01	0.043333333333333474	0.4950000000000001
2017-03-01	0.1	0.19500000000000017	0.37416666666666676
2017-04-01	0.56	0.36000000000000015	0.2766666666666668
2017-05-01	0.45	0.2750000000000002	0.1808333333333334
2017-06-01	0.35	0.2333333333333335	0.13916666666666674
2017-07-01	-0.43	0.17000000000000015	0.05666666666666673
2017-08-01	-0.63	0.06666666666666682	0.05500000000000008
2017-09-01	-0.19	0.01833333333333349	0.10666666666666676
2017-10-01	-0.68	-0.1883333333333332	0.08583333333333341
2017-11-01	-0.59	-0.3616666666666665	-0.04333333333333325
2017-12-01	-0.03	-0.4249999999999998	-0.09583333333333326
2018-01-01	0.4	-0.28666666666666646	-0.058333333333333244
2018-02-01	-0.07	-0.19333333333333316	-0.06333333333333324
2018-03-01	-0.71	-0.27999999999999986	-0.13083333333333325
2018-04-01	-0.81	-0.30166666666666647	-0.2449999999999999
2018-05-01	-0.45	-0.27833333333333315	-0.31999999999999995
2018-06-01	-0.65	-0.38166666666666654	-0.4033333333333333
2018-07-01	-0.01	-0.4499999999999998	-0.36833333333333323
2018-08-01	-0.21	-0.4733333333333332	-0.33333333333333326
2018-09-01	-0.35	-0.4133333333333331	-0.3466666666666666
2018-10-01	-0.57	-0.37333333333333313	-0.3374999999999999
2018-11-01	-0.69	-0.4133333333333331	-0.3458333333333332
2018-12-01	-0.2	-0.33833333333333315	-0.3599999999999999
2019-01-01	-0.34	-0.39333333333333315	-0.4216666666666666
2019-02-01	-0.72	-0.47833333333333306	-0.4758333333333333
2019-03-01	-0.34	-0.4766666666666665	-0.4449999999999999
2019-04-01	0.1	-0.3649999999999998	-0.3691666666666666
2019-05-01	0.27	-0.20499999999999982	-0.3091666666666666
2019-06-01	-0.05	-0.17999999999999983	-0.25916666666666655
2019-07-01	0.55	-0.031666666666666475	-0.2124999999999999
2019-08-01	0.01	0.09000000000000019	-0.19416666666666657
2019-09-01	0.13	0.16833333333333353	-0.15416666666666656
2019-10-01	-0.89	0.0033333333333335213	-0.18083333333333326
2019-11-01	-0.49	-0.12333333333333314	-0.16416666666666657
2019-12-01	0.0	-0.11499999999999981	-0.1474999999999999
2020-01-01	-1.41	-0.44166666666666643	-0.23666666666666658
2020-02-01	-1.48	-0.6899999999999998	-0.2999999999999999
2020-03-01	-1.75	-1.0033333333333332	-0.4174999999999999
2020-04-01	-1.32	-1.075	-0.5358333333333332
2020-05-01	-0.52	-1.0799999999999998	-0.6016666666666666
2020-06-01	-0.76	-1.2066666666666663	-0.6608333333333333
2020-07-01	-0.91	-1.123333333333333	-0.7824999999999999
2020-08-01	-1.32	-1.0966666666666665	-0.8933333333333332
2020-09-01	-1.04	-0.9783333333333332	-0.9908333333333333
2020-10-01	-0.62	-0.8616666666666665	-0.9683333333333333
2020-11-01	-1.58	-1.0383333333333333	-1.0591666666666666
2020-12-01	-0.99	-1.0766666666666664	-1.1416666666666666
2021-01-01	-0.61	-1.0266666666666666	-1.075
2021-02-01	-1.1	-0.9899999999999999	-1.0433333333333332
2021-03-01	-1.68	-1.0966666666666665	-1.0374999999999999
2021-04-01	-1.85	-1.3016666666666665	-1.0816666666666668
2021-05-01	-2.01	-1.373333333333333	-1.2058333333333333
2021-06-01	-1.82	-1.5116666666666665	-1.2941666666666667
2021-07-01	-1.97	-1.7383333333333333	-1.3825
2021-08-01	-0.93	-1.7099999999999997	-1.3499999999999999
2021-09-01	-1.96	-1.7566666666666666	-1.4266666666666667
2021-10-01	-3.11	-1.9666666666666666	-1.6341666666666665
2021-11-01	-2.73	-2.0866666666666664	-1.7300000000000002
2021-12-01	-2.71	-2.235	-1.873333333333333
